pin,r,g,b,total
1265,255,81,0,336
1266,255,91,0,346
1267,255,78,0,333
1268,255,80,0,335
1269,255,130,0,385
1270,255,68,0,323
1271,255,60,0,315
1272,255,77,0,332
1273,255,79,0,334
1274,255,78,0,333
1275,255,81,0,336
1276,255,83,0,338
1277,255,95,0,350
1278,255,114,0,369
1279,255,83,0,338
1280,255,103,0,358
1281,255,67,0,322
1282,255,64,0,319
1283,255,75,0,330
1284,255,105,0,360
1285,255,81,0,336
1286,255,99,0,354
1287,255,58,0,313
1288,255,111,0,366
1289,255,113,0,368
1290,255,167,0,422
1291,255,55,0,310
1292,255,52,0,307
1293,255,53,0,308
1294,255,39,0,294
1295,255,71,0,326
1296,255,73,0,328
1297,255,85,0,340
1298,255,90,0,345
1299,255,97,0,352
1300,255,136,0,391
1301,255,119,0,374
1302,255,117,0,372
1303,255,118,0,373
1304,255,117,0,372
1305,255,123,0,378
1306,255,100,0,355
1307,255,114,0,369
1308,255,109,0,364
1309,255,119,0,374
1310,255,128,0,383
1311,255,148,0,403
1312,255,155,0,410
1313,255,255,44,554
1314,255,178,0,433
1315,255,121,0,376
1316,255,114,0,369
1317,255,118,0,373
1318,255,218,0,473
1319,255,104,0,359
1320,255,117,0,372
1321,255,172,0,427
1322,255,132,0,387
1323,255,159,0,414
1324,255,251,0,506
1325,255,133,0,388
1326,255,111,0,366
1327,255,93,0,348
1328,255,98,0,353
1329,255,127,0,382
1330,255,87,0,342
1331,255,159,0,414
1332,255,109,0,364
1333,255,124,0,379
1334,255,102,0,357
1335,255,82,0,337
1336,255,78,0,333
1337,255,88,0,343
1338,255,77,0,332
1339,255,75,0,330
1340,255,112,0,367
1341,255,71,0,326
1342,255,134,0,389
1343,255,73,0,328
1344,255,78,0,333
1345,255,144,0,399
1346,255,169,0,424
1347,255,108,0,363
1348,255,79,0,334
1349,255,83,0,338
1350,255,142,0,397
1351,255,82,0,337
1352,255,94,0,349
1353,255,73,0,328
1354,255,73,0,328
1355,255,77,0,332
1356,255,112,0,367
1357,255,255,1,511
1358,255,129,0,384
1359,255,115,0,370
1360,255,52,0,307
1361,255,70,0,325
1362,255,59,0,314
1363,255,66,0,321
1364,255,80,0,335
1365,255,79,0,334
1366,255,70,0,325
1367,255,58,0,313
1368,255,70,0,325
1369,255,166,0,421
1370,255,75,0,330
1371,255,69,0,324
1372,255,90,0,345
1373,255,29,0,284
1374,255,72,0,327
1375,255,106,0,361
1376,255,48,0,303
1377,255,90,0,345
1378,255,101,0,356
1379,255,193,0,448
1380,255,125,0,380
1381,255,70,0,325
1382,255,82,0,337
1383,255,51,0,306
1384,255,50,0,305
1385,255,85,0,340
1386,255,82,0,337
1387,255,70,0,325
1388,255,80,0,335
1389,255,60,0,315
1390,255,65,0,320
1391,255,73,0,328
1392,255,40,0,295
1393,255,36,0,291
1394,255,73,0,328
1395,255,48,0,303
1396,255,46,0,301
1397,255,134,0,389
1398,255,56,0,311
1399,255,82,0,337
1400,255,99,0,354
1401,255,108,0,363
1402,255,126,0,381
1403,255,108,0,363
1404,255,142,0,397
1405,255,100,0,355
1406,255,101,0,356
1407,255,117,0,372
1408,255,110,0,365
1409,255,101,0,356
1410,255,131,0,386
1411,255,154,0,409
1412,255,152,0,407
1413,255,102,0,357
1414,255,227,0,482
1415,255,156,0,411
1416,255,104,0,359
1417,255,106,0,361
1418,255,101,0,356
1419,255,71,0,326
1420,255,121,0,376
1421,255,103,0,358
1422,255,101,0,356
1423,255,176,0,431
1424,255,106,0,361
1425,255,131,0,386
1426,255,68,0,323
1427,255,82,0,337
1428,255,99,0,354
1429,255,86,0,341
1430,255,107,0,362
1431,255,100,0,355
1432,255,166,0,421
1433,255,95,0,350
1434,255,103,0,358
1435,255,127,0,382
1436,255,95,0,350
1437,255,150,0,405
1438,255,92,0,347
1439,255,31,0,286
1440,255,94,0,349
1441,255,130,0,385
1442,255,85,0,340
1443,255,83,0,338
1444,255,98,0,353
1445,255,50,0,305
1446,255,79,0,334
1447,255,76,0,331
1448,255,71,0,326
1449,255,39,0,294
1450,255,86,0,341
1451,255,86,0,341
1452,255,144,0,399
1453,255,162,0,417
1454,255,75,0,330
1455,255,70,0,325
1456,255,128,0,383
1457,255,89,0,344
1458,255,107,0,362
1459,255,76,0,331
1460,255,49,0,304
1461,255,59,0,314
1462,255,43,0,298
1463,255,68,0,323
1464,255,41,0,296
1465,255,45,0,300
1466,255,130,0,385
1467,255,71,0,326
1468,255,70,0,325
1469,255,132,0,387
1470,255,135,0,390
1471,255,116,0,371
1472,255,165,0,420
1473,255,49,0,304
1474,255,58,0,313
1475,255,90,0,345
1476,255,89,0,344
1477,255,110,0,365
1478,255,175,0,430
1479,255,108,0,363
1480,255,65,0,320
1481,255,56,0,311
1482,255,57,0,312
1483,255,38,0,293
1484,255,66,0,321
1485,255,60,0,315
1486,255,100,0,355
1487,255,61,0,316
1488,255,106,0,361
1489,255,72,0,327
1490,255,73,0,328
1491,255,30,0,285
1492,255,170,0,425
1493,255,29,0,284
1494,255,9,0,264
1495,255,21,0,276
1496,255,10,0,265
1497,255,40,0,295
1498,255,38,0,293
1499,255,22,0,277
1500,255,122,0,377
1501,255,111,0,366
1502,255,108,0,363
1503,255,109,0,364
1504,255,111,0,366
1505,255,111,0,366
1506,255,94,0,349
1507,255,97,0,352
1508,255,98,0,353
1509,255,93,0,348
1510,255,116,0,371
1511,255,122,0,377
1512,255,124,0,379
1513,255,77,0,332
1514,255,89,0,344
1515,255,230,0,485
1516,255,128,0,383
1517,255,95,0,350
1518,255,116,0,371
1519,255,71,0,326
1520,255,112,0,367
1521,255,97,0,352
1522,255,91,0,346
1523,255,117,0,372
1524,255,111,0,366
1525,255,130,0,385
1526,255,93,0,348
1527,255,65,0,320
1528,255,81,0,336
1529,255,44,0,299
1530,255,112,0,367
1531,255,86,0,341
1532,255,115,0,370
1533,255,77,0,332
1534,255,79,0,334
1535,255,78,0,333
1536,255,65,0,320
1537,255,79,0,334
1538,255,80,0,335
1539,255,39,0,294
1540,255,99,0,354
1541,255,120,0,375
1542,255,118,0,373
1543,255,69,0,324
1544,255,75,0,330
1545,255,99,0,354
1546,255,59,0,314
1547,255,60,0,315
1548,255,78,0,333
1549,255,23,0,278
1550,255,79,0,334
1551,255,105,0,360
1552,255,89,0,344
1553,255,61,0,316
1554,255,53,0,308
1555,255,133,0,388
1556,255,45,0,300
1557,255,22,0,277
1558,255,38,0,293
1559,255,94,0,349
1560,255,59,0,314
1561,255,50,0,305
1562,255,70,0,325
1563,255,68,0,323
1564,255,67,0,322
1565,255,52,0,307
1566,255,53,0,308
1567,255,92,0,347
1568,255,68,0,323
1569,255,81,0,336
1570,255,91,0,346
1571,255,62,0,317
1572,255,51,0,306
1573,255,58,0,313
1574,255,58,0,313
1575,255,89,0,344
1576,255,24,0,279
1577,255,59,0,314
1578,255,85,0,340
1579,255,84,0,339
1580,255,96,0,351
1581,255,31,0,286
1582,255,37,0,292
1583,255,80,0,335
1584,255,49,0,304
1585,255,55,0,310
1586,255,60,0,315
1587,255,57,0,312
1588,255,60,0,315
1589,255,100,0,355
1590,255,147,0,402
1591,255,76,0,331
1592,255,81,0,336
1593,255,74,0,329
1594,255,61,0,316
1595,255,110,0,365
1596,255,122,0,377
1597,255,100,0,355
1598,255,116,0,371
1599,255,98,0,353
1600,255,87,0,342
1601,255,89,0,344
1602,255,108,0,363
1603,255,104,0,359
1604,255,104,0,359
1605,255,92,0,347
1606,255,78,0,333
1607,255,77,0,332
1608,255,108,0,363
1609,255,84,0,339
1610,255,109,0,364
1611,255,103,0,358
1612,255,98,0,353
1613,255,62,0,317
1614,255,60,0,315
1615,255,61,0,316
1616,255,184,0,439
1617,255,97,0,352
1618,255,105,0,360
1619,255,65,0,320
1620,255,92,0,347
1621,255,87,0,342
1622,255,85,0,340
1623,255,114,0,369
1624,255,100,0,355
1625,255,61,0,316
1626,255,93,0,348
1627,255,72,0,327
1628,255,91,0,346
1629,255,56,0,311
1630,255,39,0,294
1631,255,58,0,313
1632,255,86,0,341
1633,255,48,0,303
1634,255,76,0,331
1635,255,52,0,307
1636,255,64,0,319
1637,255,63,0,318
1638,255,58,0,313
1639,255,16,0,271
1640,255,38,0,293
1641,255,51,0,306
1642,255,47,0,302
1643,255,53,0,308
1644,255,61,0,316
1645,255,44,0,299
1646,255,9,0,264
1647,255,49,0,304
1648,255,57,0,312
1649,255,47,0,302
1650,255,34,0,289
1651,255,27,0,282
1652,255,106,0,361
1653,255,25,0,280
1654,255,80,0,335
1655,255,33,0,288
1656,255,9,0,264
1657,255,48,0,303
1658,255,18,0,273
1659,255,41,0,296
1660,255,12,0,267
1661,255,70,0,325
1662,255,32,0,287
1663,255,58,0,313
1664,255,106,0,361
1665,255,104,0,359
1666,255,87,0,342
1667,255,28,0,283
1668,255,59,0,314
1669,255,62,0,317
1670,255,64,0,319
1671,255,52,0,307
1672,255,19,0,274
1673,255,25,0,280
1674,255,51,0,306
1675,255,53,0,308
1676,255,39,0,294
1677,255,51,0,306
1678,255,74,0,329
1679,255,52,0,307
1680,255,67,0,322
1681,255,36,0,291
1682,255,55,0,310
1683,255,44,0,299
1684,255,69,0,324
1685,255,43,0,298
1686,255,64,0,319
1687,255,48,0,303
1688,255,113,0,368
1689,255,46,0,301
1690,255,78,0,333
1691,255,51,0,306
1692,255,59,0,314
1693,248,0,0,248
1694,255,2,0,257
1695,255,21,0,276
1696,255,34,0,289
1697,255,29,0,284
1698,255,10,0,265
1699,255,84,0,339
1700,255,93,0,348
1701,255,206,0,461
1702,255,91,0,346
1703,255,98,0,353
1704,255,93,0,348
1705,255,96,0,351
1706,255,83,0,338
1707,255,114,0,369
1708,255,84,0,339
1709,255,103,0,358
1710,255,120,0,375
1711,255,124,0,379
1712,255,102,0,357
1713,255,93,0,348
1714,255,76,0,331
1715,255,53,0,308
1716,255,52,0,307
1717,255,205,0,460
1718,255,110,0,365
1719,255,106,0,361
1720,255,80,0,335
1721,255,87,0,342
1722,255,88,0,343
1723,255,74,0,329
1724,255,67,0,322
1725,255,92,0,347
1726,255,78,0,333
1727,255,81,0,336
1728,255,102,0,357
1729,255,70,0,325
1730,255,133,0,388
1731,255,50,0,305
1732,255,103,0,358
1733,255,71,0,326
1734,255,51,0,306
1735,255,71,0,326
1736,255,57,0,312
1737,255,26,0,281
1738,255,12,0,267
1739,255,87,0,342
1740,255,66,0,321
1741,255,28,0,283
1742,255,41,0,296
1743,255,44,0,299
1744,255,68,0,323
1745,255,60,0,315
1746,255,22,0,277
1747,255,52,0,307
1748,255,23,0,278
1749,255,8,0,263
1750,255,60,0,315
1751,255,13,0,268
1752,255,2,0,257
1753,255,29,0,284
1754,255,79,0,334
1755,255,35,0,290
1756,255,34,0,289
1757,255,18,0,273
1758,255,16,0,271
1759,255,32,0,287
1760,255,61,0,316
1761,255,28,0,283
1762,255,8,0,263
1763,255,32,0,287
1764,255,25,0,280
1765,255,30,0,285
1766,255,20,0,275
1767,255,43,0,298
1768,255,32,0,287
1769,255,42,0,297
1770,255,61,0,316
1771,255,97,0,352
1772,255,48,0,303
1773,255,59,0,314
1774,255,81,0,336
1775,255,110,0,365
1776,255,158,0,413
1777,255,89,0,344
1778,255,93,0,348
1779,255,16,0,271
1780,255,46,0,301
1781,255,80,0,335
1782,255,31,0,286
1783,255,69,0,324
1784,255,46,0,301
1785,255,55,0,310
1786,255,50,0,305
1787,255,61,0,316
1788,255,89,0,344
1789,255,121,0,376
1790,255,75,0,330
1791,255,18,0,273
1792,255,35,0,290
1793,255,131,0,386
1794,255,2,0,257
1795,255,2,0,257
1796,255,9,0,264
1797,255,25,0,280
1798,255,28,0,283
1799,255,38,0,293
1800,255,144,0,399
1801,255,92,0,347
1802,255,84,0,339
1803,255,107,0,362
1804,255,98,0,353
1805,255,93,0,348
1806,255,84,0,339
1807,255,97,0,352
1808,255,96,0,351
1809,255,141,0,396
1810,255,112,0,367
1811,255,99,0,354
1812,255,153,0,408
1813,255,60,0,315
1814,255,83,0,338
1815,255,73,0,328
1816,255,53,0,308
1817,255,53,0,308
1818,255,255,23,533
1819,255,108,0,363
1820,255,114,0,369
1821,255,125,0,380
1822,255,93,0,348
1823,255,81,0,336
1824,255,84,0,339
1825,255,77,0,332
1826,255,59,0,314
1827,255,80,0,335
1828,255,103,0,358
1829,255,75,0,330
1830,255,78,0,333
1831,255,34,0,289
1832,255,83,0,338
1833,255,45,0,300
1834,255,56,0,311
1835,255,66,0,321
1836,255,115,0,370
1837,255,45,0,300
1838,255,58,0,313
1839,255,27,0,282
1840,255,77,0,332
1841,255,53,0,308
1842,255,50,0,305
1843,255,11,0,266
1844,255,71,0,326
1845,255,60,0,315
1846,255,20,0,275
1847,249,0,0,249
1848,255,59,0,314
1849,255,47,0,302
1850,255,79,0,334
1851,255,33,0,288
1852,255,76,0,331
1853,255,42,0,297
1854,255,33,0,288
1855,255,44,0,299
1856,255,44,0,299
1857,255,28,0,283
1858,255,30,0,285
1859,255,0,0,255
1860,255,89,0,344
1861,255,53,0,308
1862,255,58,0,313
1863,255,45,0,300
1864,255,58,0,313
1865,255,52,0,307
1866,255,35,0,290
1867,255,32,0,287
1868,255,16,0,271
1869,255,66,0,321
1870,255,86,0,341
1871,255,52,0,307
1872,255,43,0,298
1873,255,44,0,299
1874,255,53,0,308
1875,255,73,0,328
1876,255,88,0,343
1877,255,109,0,364
1878,255,44,0,299
1879,255,96,0,351
1880,255,65,0,320
1881,255,123,0,378
1882,255,73,0,328
1883,255,75,0,330
1884,255,55,0,310
1885,255,62,0,317
1886,255,63,0,318
1887,255,88,0,343
1888,255,119,0,374
1889,255,71,0,326
1890,255,79,0,334
1891,255,43,0,298
1892,255,115,0,370
1893,255,70,0,325
1894,255,48,0,303
1895,255,37,0,292
1896,255,48,0,303
1897,255,67,0,322
1898,255,69,0,324
1899,255,90,0,345
1900,255,123,0,378
1901,255,101,0,356
1902,255,115,0,370
1903,255,121,0,376
1904,255,110,0,365
1905,255,136,0,391
1906,255,108,0,363
1907,255,153,0,408
1908,255,131,0,386
1909,255,110,0,365
1910,255,112,0,367
1911,255,147,0,402
1912,255,110,0,365
1913,255,96,0,351
1914,255,145,0,400
1915,255,84,0,339
1916,255,74,0,329
1917,255,114,0,369
1918,255,102,0,357
1919,255,206,0,461
1920,255,125,0,380
1921,255,89,0,344
1922,255,101,0,356
1923,255,103,0,358
1924,255,100,0,355
1925,255,122,0,377
1926,255,88,0,343
1927,255,104,0,359
1928,255,140,0,395
1929,255,115,0,370
1930,255,102,0,357
1931,255,80,0,335
1932,255,115,0,370
1933,255,128,0,383
1934,255,100,0,355
1935,255,109,0,364
1936,255,118,0,373
1937,255,147,0,402
1938,255,128,0,383
1939,255,141,0,396
1940,255,149,0,404
1941,255,154,0,409
1942,255,180,0,435
1943,255,151,0,406
1944,255,152,0,407
1945,255,198,0,453
1946,255,154,0,409
1947,255,163,0,418
1948,255,163,0,418
1949,255,170,0,425
1950,255,175,0,430
1951,255,176,0,431
1952,255,177,0,432
1953,255,184,0,439
1954,255,183,0,438
1955,255,199,0,454
1956,255,202,0,457
1957,255,204,0,459
1958,255,192,0,447
1959,255,205,0,460
1960,255,198,0,453
1961,255,190,0,445
1962,255,202,0,457
1963,255,215,0,470
1964,255,221,0,476
1965,255,214,0,469
1966,255,226,0,481
1967,255,226,0,481
1968,255,222,0,477
1969,255,248,0,503
1970,255,230,0,485
1971,255,226,0,481
1972,255,231,0,486
1973,255,235,0,490
1974,255,236,0,491
1975,255,237,0,492
1976,255,235,0,490
1977,255,236,0,491
1978,255,243,0,498
1979,255,244,0,499
1980,255,238,0,493
1981,255,238,0,493
1982,255,245,0,500
1983,255,245,0,500
1984,255,255,16,526
1985,255,255,12,522
1986,255,255,15,525
1987,255,255,9,519
1988,255,253,0,508
1989,255,230,0,485
1990,255,205,0,460
1991,255,188,0,443
1992,255,173,0,428
1993,255,152,0,407
1994,255,154,0,409
1995,255,150,0,405
1996,255,154,0,409
1997,255,154,0,409
1998,255,184,0,439
1999,255,255,9,519
2000,255,255,86,596
2001,255,255,41,551
2002,255,255,7,517
2003,255,179,0,434
2004,255,176,0,431
2005,255,152,0,407
2006,255,137,0,392
2007,255,125,0,380
2008,255,153,0,408
2009,255,108,0,363
2010,255,156,0,411
2011,255,134,0,389
2012,255,129,0,384
2013,255,112,0,367
2014,255,84,0,339
2015,255,105,0,360
2016,255,72,0,327
2017,255,73,0,328
2018,255,66,0,321
2019,255,77,0,332
2020,255,235,0,490
2021,255,114,0,369
2022,255,103,0,358
2023,255,101,0,356
2024,255,93,0,348
2025,255,99,0,354
2026,255,91,0,346
2027,255,74,0,329
2028,255,73,0,328
2029,255,60,0,315
2030,255,105,0,360
2031,255,59,0,314
2032,255,57,0,312
2033,255,64,0,319
2034,255,56,0,311
2035,255,52,0,307
2036,255,18,0,273
2037,255,19,0,274
2038,255,26,0,281
2039,255,24,0,279
2040,255,96,0,351
2041,255,18,0,273
2042,255,20,0,275
2043,255,13,0,268
2044,255,60,0,315
2045,255,88,0,343
2046,255,95,0,350
2047,255,58,0,313
2048,255,46,0,301
2049,255,48,0,303
2050,255,95,0,350
2051,236,0,0,236
2052,255,72,0,327
2053,255,8,0,263
2054,255,33,0,288
2055,255,59,0,314
2056,255,48,0,303
2057,255,50,0,305
2058,255,30,0,285
2059,255,18,0,273
2060,255,59,0,314
2061,255,26,0,281
2062,255,16,0,271
2063,255,73,0,328
2064,255,50,0,305
2065,255,51,0,306
2066,255,35,0,290
2067,255,67,0,322
2068,255,30,0,285
2069,255,39,0,294
2070,255,48,0,303
2071,255,22,0,277
2072,255,20,0,275
2073,255,14,0,269
2074,255,21,0,276
2075,255,20,0,275
2076,239,0,0,239
2077,255,47,0,302
2078,255,21,0,276
2079,255,21,0,276
2080,255,104,0,359
2081,255,6,0,261
2082,255,31,0,286
2083,255,16,0,271
2084,255,38,0,293
2085,255,61,0,316
2086,255,28,0,283
2087,255,4,0,259
2088,255,56,0,311
2089,255,28,0,283
2090,255,57,0,312
2091,255,25,0,280
2092,255,32,0,287
2093,255,44,0,299
2094,255,103,0,358
2095,255,38,0,293
2096,240,0,0,240
2097,255,23,0,278
2098,255,10,0,265
2099,255,69,0,324
2100,255,128,0,383
2101,255,119,0,374
2102,255,103,0,358
2103,255,154,0,409
2104,255,138,0,393
2105,255,121,0,376
2106,255,100,0,355
2107,255,108,0,363
2108,255,101,0,356
2109,255,109,0,364
2110,255,144,0,399
2111,255,141,0,396
2112,255,252,0,507
2113,255,96,0,351
2114,255,103,0,358
2115,255,99,0,354
2116,255,75,0,330
2117,255,89,0,344
2118,255,82,0,337
2119,255,95,0,350
2120,255,105,0,360
2121,255,253,0,508
2122,255,131,0,386
2123,255,150,0,405
2124,255,112,0,367
2125,255,93,0,348
2126,255,109,0,364
2127,255,70,0,325
2128,255,69,0,324
2129,255,70,0,325
2130,255,104,0,359
2131,255,132,0,387
2132,255,107,0,362
2133,255,119,0,374
2134,255,130,0,385
2135,255,91,0,346
2136,255,99,0,354
2137,255,63,0,318
2138,255,68,0,323
2139,255,54,0,309
2140,255,80,0,335
2141,255,88,0,343
2142,255,79,0,334
2143,255,110,0,365
2144,255,95,0,350
2145,255,84,0,339
2146,255,52,0,307
2147,255,70,0,325
2148,255,77,0,332
2149,255,54,0,309
2150,255,92,0,347
2151,255,52,0,307
2152,255,25,0,280
2153,255,60,0,315
2154,255,69,0,324
2155,255,57,0,312
2156,255,57,0,312
2157,255,69,0,324
2158,255,34,0,289
2159,255,42,0,297
2160,255,64,0,319
2161,255,52,0,307
2162,255,53,0,308
2163,255,44,0,299
2164,255,77,0,332
2165,255,55,0,310
2166,255,44,0,299
2167,255,36,0,291
2168,255,51,0,306
2169,255,86,0,341
2170,255,67,0,322
2171,255,43,0,298
2172,255,30,0,285
2173,255,26,0,281
2174,255,54,0,309
2175,255,51,0,306
2176,255,30,0,285
2177,255,73,0,328
2178,255,51,0,306
2179,255,53,0,308
2180,255,82,0,337
2181,255,65,0,320
2182,255,43,0,298
2183,255,26,0,281
2184,255,38,0,293
2185,255,63,0,318
2186,255,42,0,297
2187,255,93,0,348
2188,255,63,0,318
2189,255,39,0,294
2190,255,41,0,296
2191,255,15,0,270
2192,255,68,0,323
2193,255,38,0,293
2194,255,11,0,266
2195,255,36,0,291
2196,255,48,0,303
2197,255,38,0,293
2198,255,33,0,288
2199,255,56,0,311
2200,255,107,0,362
2201,255,107,0,362
2202,255,140,0,395
2203,255,106,0,361
2204,255,115,0,370
2205,255,129,0,384
2206,255,96,0,351
2207,255,102,0,357
2208,255,108,0,363
2209,255,93,0,348
2210,255,151,0,406
2211,255,178,0,433
2212,255,150,0,405
2213,255,113,0,368
2214,255,97,0,352
2215,255,108,0,363
2216,255,77,0,332
2217,255,86,0,341
2218,255,108,0,363
2219,255,77,0,332
2220,255,75,0,330
2221,255,102,0,357
2222,255,255,76,586
2223,255,124,0,379
2224,255,87,0,342
2225,255,99,0,354
2226,255,138,0,393
2227,255,69,0,324
2228,255,88,0,343
2229,255,100,0,355
2230,255,115,0,370
2231,255,99,0,354
2232,255,112,0,367
2233,255,176,0,431
2234,255,120,0,375
2235,255,113,0,368
2236,255,120,0,375
2237,255,84,0,339
2238,255,58,0,313
2239,255,59,0,314
2240,255,70,0,325
2241,255,92,0,347
2242,255,88,0,343
2243,255,86,0,341
2244,255,155,0,410
2245,255,87,0,342
2246,255,61,0,316
2247,255,50,0,305
2248,255,63,0,318
2249,255,31,0,286
2250,255,61,0,316
2251,255,66,0,321
2252,255,88,0,343
2253,255,53,0,308
2254,255,53,0,308
2255,255,137,0,392
2256,255,55,0,310
2257,255,88,0,343
2258,255,128,0,383
2259,255,38,0,293
2260,255,36,0,291
2261,255,21,0,276
2262,255,57,0,312
2263,255,76,0,331
2264,255,43,0,298
2265,255,70,0,325
2266,255,92,0,347
2267,255,34,0,289
2268,255,53,0,308
2269,255,81,0,336
2270,255,22,0,277
2271,255,28,0,283
2272,255,96,0,351
2273,255,46,0,301
2274,255,76,0,331
2275,255,65,0,320
2276,255,65,0,320
2277,255,111,0,366
2278,255,61,0,316
2279,255,76,0,331
2280,255,85,0,340
2281,255,47,0,302
2282,255,61,0,316
2283,255,42,0,297
2284,255,60,0,315
2285,255,63,0,318
2286,255,76,0,331
2287,255,67,0,322
2288,255,119,0,374
2289,255,43,0,298
2290,255,91,0,346
2291,255,47,0,302
2292,255,42,0,297
2293,255,6,0,261
2294,255,56,0,311
2295,255,38,0,293
2296,255,30,0,285
2297,255,46,0,301
2298,255,67,0,322
2299,255,61,0,316
2300,255,99,0,354
2301,255,117,0,372
2302,255,103,0,358
2303,255,110,0,365
2304,255,116,0,371
2305,255,98,0,353
2306,255,110,0,365
2307,255,104,0,359
2308,255,104,0,359
2309,255,100,0,355
2310,255,131,0,386
2311,255,145,0,400
2312,255,142,0,397
2313,255,114,0,369
2314,255,141,0,396
2315,255,89,0,344
2316,255,101,0,356
2317,255,71,0,326
2318,255,100,0,355
2319,255,81,0,336
2320,255,68,0,323
2321,255,111,0,366
2322,255,107,0,362
2323,255,255,6,516
2324,255,126,0,381
2325,255,98,0,353
2326,255,109,0,364
2327,255,106,0,361
2328,255,76,0,331
2329,255,60,0,315
2330,255,81,0,336
2331,255,100,0,355
2332,255,149,0,404
2333,255,126,0,381
2334,255,108,0,363
2335,255,79,0,334
2336,255,83,0,338
2337,255,96,0,351
2338,255,68,0,323
2339,255,29,0,284
2340,255,76,0,331
2341,255,141,0,396
